CompScore,PoseScore,ContactScore
-3.870236637620924,0.8666054676422337,0.9473684210526315
-3.525494766354425,1.2113473389087326,0.9473684210526315
-3.9876308896636043,1.0123691103363957,1.0
-1.2426627526641318,1.125758299967447,0.47368421052631576
1.0051021265863282,1.0051021265863282,0.0
-1.604873573662997,0.7635474789685818,0.47368421052631576
-3.6188717054708808,1.3811282945291192,1.0
-3.9613600426568247,1.0386399573431753,1.0
-0.7034029498502867,1.665018102781292,0.47368421052631576
-0.6697248077176734,1.6986962449139054,0.47368421052631576
0.5809377686765691,2.949358821308148,0.47368421052631576
-0.20096699326711764,2.167454059364461,0.47368421052631576
-2.1706790689329525,2.8293209310670475,1.0
0.47534416970578874,2.8437652223373675,0.47368421052631576
-2.927085365015113,1.8097567402480446,0.9473684210526315
-1.8856428402000591,2.8511992650630984,0.9473684210526315
0.5681429329725165,2.9365639856040953,0.47368421052631576
1.6025941687896634,3.971015221421242,0.47368421052631576
1.2968933952639383,3.665314447895517,0.47368421052631576
-2.4349558944114342,2.3018862108517233,0.9473684210526315
1.8060949574271927,1.8060949574271927,0.0
-2.561403327973361,2.1754387772897967,0.9473684210526315
-3.0127755281160926,1.7240665771470651,0.9473684210526315
1.6240418228153917,1.6240418228153917,0.0
-3.301283891068283,1.4355582141948744,0.9473684210526315
-3.4774521495720743,1.2593899556910833,0.9473684210526315
-1.2402192583740106,1.1282017942575682,0.47368421052631576
-3.579144773112136,1.420855226887864,1.0
-2.787511636989078,2.212488363010922,1.0
-2.226479863277542,2.5103622419856153,0.9473684210526315
-1.1620909190033206,3.574751186259837,0.9473684210526315
-1.5324965359059948,3.2043455693571627,0.9473684210526315
1.9118636954731052,4.280284748104684,0.47368421052631576
4.098834155879537,4.098834155879537,0.0
1.8752006172665538,4.243621669898133,0.47368421052631576
-1.4116898727282314,3.5883101272717686,1.0
3.2260645541901183,3.2260645541901183,0.0
1.018169069421718,3.386590122053297,0.47368421052631576
-1.6090875379552863,3.1277545673078713,0.9473684210526315
-2.7954246136690735,1.9414174915940843,0.9473684210526315
-2.124373108724502,2.875626891275498,1.0
-2.313689707392961,2.686310292607039,1.0
2.935780300415256,2.935780300415256,0.0
-1.5985304683968091,3.1383116368663484,0.9473684210526315
-3.75225741256482,1.24774258743518,1.0
-2.746548896400556,1.990293208862601,0.9473684210526315
-0.3766383688974202,1.9917826837341586,0.47368421052631576
-1.8237871741809677,2.91305493108219,0.9473684210526315
-2.7746226046364977,2.2253773953635023,1.0
0.13010859959208254,2.4985296522236613,0.47368421052631576
0.8392328392720021,3.207653891903581,0.47368421052631576
-1.0540420024057413,3.682800102857416,0.9473684210526315
2.0889990396955085,4.457420092327087,0.47368421052631576
0.13863882449296927,4.875480929756127,0.9473684210526315
-0.052344077622931806,4.684498027640226,0.9473684210526315
-0.6310750806899161,4.105767024573241,0.9473684210526315
0.27352025063217766,5.010362355895335,0.9473684210526315
-0.8597837710803162,3.8770583341828413,0.9473684210526315
2.3925686923916993,2.3925686923916993,0.0
1.647170103543882,4.015591156175461,0.47368421052631576
4.18409311801759,4.18409311801759,0.0
1.354837445011389,3.7232584976429677,0.47368421052631576
-1.4095251698066091,3.3273169354565484,0.9473684210526315
-1.8857924318419141,3.114207568158086,1.0
-1.3822943854352228,3.6177056145647772,1.0
0.7641298035765614,3.13255085620814,0.47368421052631576
-1.163630591410998,3.5732115138521596,0.9473684210526315
-3.2437662276244827,1.4930758776386748,0.9473684210526315
-3.526851127436465,1.4731488725635349,1.0
-0.7806684028142841,1.5877526498172947,0.47368421052631576
-1.8401265367383441,2.8967155685248134,0.9473684210526315
3.266273636502368,3.266273636502368,0.0
-2.8949782531754145,1.841863852087743,0.9473684210526315
2.126722580859471,2.126722580859471,0.0
-0.43688369411953953,1.9315373585120392,0.47368421052631576
1.4880130316148097,1.4880130316148097,0.0
-0.5509011766569252,1.8175198759746536,0.47368421052631576
0.6762874749604477,3.0447085275920265,0.47368421052631576
2.013438608147089,4.381859660778668,0.47368421052631576
-1.126448897298458,3.6103932079646994,0.9473684210526315
-3.294334043780209,1.705665956219791,1.0
-0.6469255507387608,1.721495501892818,0.47368421052631576
1.482947716910826,1.482947716910826,0.0
-2.728418330422046,2.0084237748411113,0.9473684210526315
-2.936030781868989,1.800811323394169,0.9473684210526315
1.773508214699631,4.14192926733121,0.47368421052631576
-1.873499266773012,3.126500733226988,1.0
-1.1253013564260015,3.611540748837156,0.9473684210526315
1.4966681024230741,3.865089155054653,0.47368421052631576
5.191052954372537,5.191052954372537,0.0
4.247992594962799,4.247992594962799,0.0
0.6779805724719106,5.414822677735068,0.9473684210526315
-1.3484374142357622,3.3884046910273953,0.9473684210526315
4.697048169144895,4.697048169144895,0.0
-1.0395890713224614,1.3288319813091174,0.47368421052631576
-1.2026923590800476,1.1657286935515312,0.47368421052631576
-2.993076775076553,1.7437653301866045,0.9473684210526315
-0.7413735608780685,1.6270474917535103,0.47368421052631576
-0.8794410579953846,1.4889799946361941,0.47368421052631576
